,title,studio,domestic_gross,foreign_gross,year,original_language,popularity,release_date,vote_average,vote_count,production_budget,total_gross,total_profit,roi_percentage
709,Dolphin Tale 2,WB,42000000.0,15800000.0,2014,en,7.403,2014-09-12,6.7,173,36000000,57800000.0,21800000.0,0.0
710,St. Vincent,Wein.,44100000.0,10700000.0,2014,en,16.379,2014-10-31,7.1,1069,13000000,54800000.0,41800000.0,300.0
711,A Walk Among the Tombstones,Uni.,26300000.0,26900000.0,2014,en,19.373,2014-09-19,6.3,1685,28000000,53200000.0,25200000.0,0.0
712,3 Days to Kill,Rela.,30700000.0,21900000.0,2014,en,11.011,2014-02-14,6.1,1279,28000000,52600000.0,24600000.0,0.0
713,Whiplash,SPC,13100000.0,35900000.0,2014,en,6.297999999999999,2013-01-18,7.9,94,3300000,49000000.0,45700000.0,1300.0
715,Earth to Echo,Rela.,38900000.0,6400000.0,2014,en,7.189,2014-07-02,5.7,377,13000000,45300000.0,32300000.0,200.0
716,Boyhood,IFC,25400000.0,19100000.0,2014,en,11.140999999999998,2014-07-11,7.5,3097,4000000,44500000.0,40500000.0,1000.0
717,Oculus,Rela.,27700000.0,16300000.0,2014,en,10.841,2014-04-03,6.4,1747,5000000,44000000.0,39000000.0,700.0
718,That Awkward Moment,Focus,26100000.0,14400000.0,2014,en,8.649,2014-01-31,6.1,1759,8000000,40500000.0,32500000.0,400.0
719,The Gambler,Par.,33700000.0,5600000.0,2014,en,8.807,2014-12-25,5.8,783,25000000,39300000.0,14300000.0,0.0
720,Million Dollar Arm,BV,36500000.0,2800000.0,2014,en,7.771,2014-05-16,6.8,353,25000000,39300000.0,14300000.0,0.0
721,Nightcrawler,ORF,32400000.0,6300000.0,2014,en,25.596999999999998,2014-10-31,7.7,5860,8500000,38700000.0,30200000.0,300.0
722,Devil's Due,Fox,15800000.0,21100000.0,2014,en,5.893,2014-01-17,4.5,303,7000000,36900000.0,29900000.0,400.0
723,A Most Wanted Man,RAtt.,17200000.0,19000000.0,2014,en,10.267000000000001,2014-07-25,6.5,784,15000000,36200000.0,21200000.0,100.0
724,The Best of Me,Rela.,26800000.0,9200000.0,2014,en,8.622,2014-10-17,7.3,1512,26000000,36000000.0,10000000.0,0.0
725,The November Man,Rela.,25000000.0,7500000.0,2014,en,17.747,2014-08-27,6.1,852,15000000,32500000.0,17500000.0,100.0
727,Draft Day,LG/S,28800000.0,620000.0,2014,en,10.581,2014-04-11,6.6,460,25000000,29420000.0,4420000.0,0.0
728,Big Eyes,Wein.,14500000.0,14800000.0,2014,en,12.017000000000001,2014-12-25,7.0,2153,10000000,29300000.0,19300000.0,100.0
729,Top Five,Par.,25300000.0,800000.0,2014,en,6.322,2014-12-12,6.3,281,12000000,26100000.0,14100000.0,100.0
730,And So It Goes,CE,15200000.0,10200000.0,2014,en,8.235,2014-07-25,5.9,264,18000000,25400000.0,7400000.0,0.0
731,A Haunted House 2,ORF,17300000.0,6600000.0,2014,en,6.9479999999999995,2014-04-18,5.5,597,4000000,23900000.0,19900000.0,400.0
732,The Railway Man,Wein.,4400000.0,17900000.0,2014,en,9.582,2014-04-11,6.9,408,18000000,22300000.0,4300000.0,0.0
733,Mr. Turner,SPC,4000000.0,18200000.0,2014,en,7.8839999999999995,2014-12-19,6.5,301,14000000,22200000.0,8200000.0,0.0
734,Labor Day,Par.,13400000.0,6900000.0,2014,en,9.258,2013-12-27,6.9,546,18000000,20300000.0,2300000.0,0.0
735,The Drop,FoxS,10700000.0,7900000.0,2014,en,14.795,2014-09-12,6.7,1215,12600000,18600000.0,6000000.0,0.0
737,Inherent Vice,WB,8100000.0,6600000.0,2014,en,14.244000000000002,2015-01-09,6.6,1359,20000000,14700000.0,-5300000.0,-100.0
739,A Most Violent Year,A24,5700000.0,6300000.0,2014,en,12.270999999999999,2014-12-31,6.6,792,20000000,12000000.0,-8000000.0,-100.0
741,The Babadook,IFC,964000.0,9300000.0,2014,en,11.502,2014-11-28,6.4,3528,2000000,10264000.0,8264000.0,400.0
742,The Immigrant,Wein.,2000000.0,3800000.0,2014,en,8.145,2013-10-06,6.2,438,16000000,5800000.0,-10200000.0,-100.0
743,Wish I Was Here,Focus,3600000.0,1900000.0,2014,en,7.845,2014-01-18,6.6,440,6000000,5500000.0,-500000.0,-100.0
748,Veronica Mars,WB,3300000.0,195000.0,2014,en,7.821000000000001,2014-03-14,6.7,699,6000000,3495000.0,-2505000.0,-100.0
750,The Rover,A24,1100000.0,2100000.0,2014,en,13.527999999999999,2014-07-18,6.2,435,8500000,3200000.0,-5300000.0,-100.0
771,Jurassic World,Uni.,652300000.0,1019.4,2015,en,20.709,2015-06-12,6.6,14056,215000000,652301019.4,437301019.4,200.0
772,Furious 7,Uni.,353000000.0,1163.0,2015,en,20.396,2015-04-03,7.3,6538,190000000,353001163.0,163001163.0,0.0
773,Avengers: Age of Ultron,BV,459000000.0,946400000.0,2015,en,44.383,2015-05-01,7.3,13457,330600000,1405400000.0,1074800000.0,300.0
774,Minions,Uni.,336000000.0,823400000.0,2015,en,9.338,2015-07-10,6.4,7343,74000000,1159400000.0,1085400000.0,1400.0
775,Spectre,Sony,200100000.0,680600000.0,2015,en,30.318,2015-11-06,6.4,6719,300000000,880700000.0,580700000.0,100.0
777,Inside Out,BV,356500000.0,501100000.0,2015,en,4.758,2011-09-27,4.4,18,175000000,857600000.0,682600000.0,300.0
779,The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000.0,2015,en,19.487000000000002,2015-11-18,6.8,7609,160000000,653400000.0,493400000.0,300.0
781,The Martian,Fox,228400000.0,401700000.0,2015,en,22.855999999999998,2015-10-02,7.7,12172,108000000,630100000.0,522100000.0,400.0
783,Fifty Shades of Grey,Uni.,166200000.0,404800000.0,2015,en,21.229,2015-02-13,5.4,6451,40000000,571000000.0,531000000.0,1300.0
784,The Revenant,Fox,183600000.0,349300000.0,2015,en,19.41,2015-12-25,7.4,11064,135000000,532900000.0,397900000.0,200.0
786,Ant-Man,BV,180200000.0,339100000.0,2015,en,32.715,2015-07-17,7.1,11949,130000000,519300000.0,389300000.0,200.0
787,Hotel Transylvania 2,Sony,169700000.0,305100000.0,2015,en,16.553,2015-09-25,6.7,3184,80000000,474800000.0,394800000.0,400.0
788,San Andreas,WB (NL),155200000.0,318800000.0,2015,en,27.414,2015-05-29,6.1,5125,110000000,474000000.0,364000000.0,300.0
789,Kingsman: The Secret Service,Fox,128300000.0,286100000.0,2015,en,26.103,2015-02-13,7.6,10287,94000000,414400000.0,320400000.0,300.0
791,Mad Max: Fury Road,WB,153600000.0,224800000.0,2015,en,28.099,2015-05-15,7.4,14454,150000000,378400000.0,228400000.0,100.0
792,The Good Dinosaur,BV,123100000.0,209100000.0,2015,en,17.675,2015-11-25,6.7,3135,187500000,332200000.0,144700000.0,0.0
794,Taken 3,Fox,89300000.0,237200000.0,2015,en,27.679000000000002,2015-01-09,6.1,3406,48000000,326500000.0,278500000.0,500.0
795,The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000.0,2015,en,13.815,2015-02-06,5.7,1165,74000000,325200000.0,251200000.0,300.0
796,Maze Runner: The Scorch Trials,Fox,81700000.0,230600000.0,2015,en,17.31,2015-09-18,6.6,6365,61000000,312300000.0,251300000.0,400.0
797,Pitch Perfect 2,Uni.,184300000.0,103200000.0,2015,en,18.469,2015-05-15,6.8,3599,29000000,287500000.0,258500000.0,800.0
798,Paddington,W/Dim.,76300000.0,191800000.0,2015,en,13.565,2015-01-16,7.0,1904,55000000,268100000.0,213100000.0,300.0
799,The Peanuts Movie,Fox,130199999.0,116100000.0,2015,en,11.344000000000001,2015-11-01,6.6,894,99000000,246299999.0,147299999.0,100.0
801,Pixels,Sony,78700000.0,166100000.0,2015,en,2.1719999999999997,2010-04-01,7.1,35,90000000,244800000.0,154800000.0,100.0
803,Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000.0,2015,en,14.972999999999999,2015-12-18,5.8,852,90000000,234800000.0,144800000.0,100.0
804,Ted 2,Uni.,81500000.0,135200000.0,2015,en,17.684,2015-06-26,6.1,4227,68000000,216700000.0,148700000.0,200.0
805,Tomorrowland,BV,93400000.0,115700000.0,2015,en,20.136,2015-05-22,6.2,4610,170000000,209100000.0,39100000.0,0.0
806,Straight Outta Compton,Uni.,161200000.0,40400000.0,2015,en,11.731,2015-08-14,7.7,2048,28000000,201600000.0,173600000.0,600.0
808,The Intern,WB,75800000.0,118800000.0,2015,en,14.377,2015-09-25,7.1,3373,40000000,194600000.0,154600000.0,300.0
809,Jupiter Ascending,WB,47400000.0,136600000.0,2015,en,24.058000000000003,2015-02-27,5.3,4401,179000000,184000000.0,5000000.0,0.0
810,Creed,WB (NL),109800000.0,63800000.0,2015,en,16.355999999999998,2015-11-25,7.3,4010,37000000,173600000.0,136600000.0,300.0
812,Fantastic Four,Fox,56100000.0,111900000.0,2015,en,16.36,2015-08-07,4.4,3837,120000000,168000000.0,48000000.0,0.0
813,Bridge of Spies,BV,72300000.0,93200000.0,2015,en,12.835999999999999,2015-10-16,7.2,4313,40000000,165500000.0,125500000.0,300.0
815,The Hateful Eight,Wein.,54100000.0,101600000.0,2015,en,20.680999999999997,2015-12-25,7.7,8065,62000000,155700000.0,93700000.0,100.0
817,Goosebumps,Sony,80100000.0,70100000.0,2015,en,18.957,2015-10-16,6.2,2147,58000000,150200000.0,92200000.0,100.0
819,The Last Witch Hunter,LG/S,27400000.0,119600000.0,2015,en,16.685,2015-10-23,5.8,2193,80000000,147000000.0,67000000.0,0.0
821,Trainwreck,Uni.,110200000.0,30600000.0,2015,en,18.423,2015-07-17,5.8,1731,35000000,140800000.0,105800000.0,300.0
822,The Big Short,Par.,70300000.0,63200000.0,2015,en,14.327,2015-12-11,7.3,4657,28000000,133500000.0,105500000.0,300.0
823,Pan,WB,35100000.0,93300000.0,2015,en,13.054,2015-10-09,5.9,1701,150000000,128400000.0,-21600000.0,-100.0
824,Magic Mike XXL,WB,66000000.0,56500000.0,2015,en,8.681000000000001,2015-07-01,6.2,1110,14500000,122500000.0,108000000.0,700.0
825,Seventh Son,Uni.,17200000.0,97000000.0,2015,en,22.855999999999998,2015-02-06,5.3,1549,95000000,114200000.0,19200000.0,0.0
826,Get Hard,WB,90400000.0,21400000.0,2015,en,12.129000000000001,2015-03-27,6.0,1469,40000000,111800000.0,71800000.0,100.0
827,Paul Blart: Mall Cop 2,Sony,71000000.0,36600000.0,2015,en,15.940999999999999,2015-04-17,5.0,900,38000000,107600000.0,69600000.0,100.0
828,Sisters,Uni.,87000000.0,18000000.0,2015,en,10.993,2015-12-18,5.9,922,30000000,105000000.0,75000000.0,200.0
829,Vacation,WB (NL),58900000.0,46000000.0,2015,hu,0.6,2011-04-10,7.0,1,31000000,104900000.0,73900000.0,200.0
831,Chappie,Sony,31600000.0,70500000.0,2015,en,24.52,2015-03-06,6.7,4995,49000000,102100000.0,53100000.0,100.0
832,Joy,Fox,56500000.0,44700000.0,2015,en,10.305,2015-12-25,6.5,2723,60000000,101200000.0,41200000.0,0.0
833,Black Mass,WB,62600000.0,37200000.0,2015,en,14.645999999999999,2015-09-18,6.4,2020,53000000,99800000.0,46800000.0,0.0
835,The Visit,Uni.,65200000.0,33200000.0,2015,en,10.196,2015-09-11,6.2,2634,5000000,98400000.0,93400000.0,1800.0
837,Spotlight,ORF,45100000.0,53200000.0,2015,en,16.354,2015-11-06,7.8,4935,20000000,98300000.0,78300000.0,300.0
840,In the Heart of the Sea,WB,25000000.0,68900000.0,2015,en,14.33,2015-12-11,6.6,2137,100000000,93900000.0,-6100000.0,-100.0
842,Southpaw,Wein.,52400000.0,39500000.0,2015,en,25.305,2015-07-24,7.4,3424,30000000,91900000.0,61900000.0,200.0
843,The Second Best Exotic Marigold Hotel,FoxS,33100000.0,52900000.0,2015,en,7.731,2015-03-06,6.4,420,10000000,86000000.0,76000000.0,700.0
844,Paper Towns,Fox,32000000.0,53500000.0,2015,en,11.564,2015-07-24,6.0,3587,12000000,85500000.0,73500000.0,600.0
845,Sicario,LGF,46900000.0,38000000.0,2015,en,20.468,2015-09-18,7.3,4475,30000000,84900000.0,54900000.0,100.0
847,Hitman: Agent 47,Fox,22500000.0,59900000.0,2015,en,14.082,2015-08-21,5.6,1764,35000000,82400000.0,47400000.0,100.0
848,The Wedding Ringer,SGem,64500000.0,15300000.0,2015,en,15.876,2015-01-16,6.5,961,23000000,79800000.0,56800000.0,200.0
849,Paranormal Activity: The Ghost Dimension,Par.,18300000.0,60600000.0,2015,en,8.157,2015-10-23,5.2,774,10000000,78900000.0,68900000.0,600.0
850,Crimson Peak,Uni.,31100000.0,43600000.0,2015,en,9.897,2015-10-16,6.5,2986,55000000,74700000.0,19700000.0,0.0
852,The Transporter Refueled,EC,16000000.0,56600000.0,2015,en,13.427999999999999,2015-09-04,5.4,836,22000000,72600000.0,50600000.0,200.0
853,Run All Night,WB,26500000.0,45200000.0,2015,en,17.592,2015-03-13,6.4,1684,50000000,71700000.0,21700000.0,0.0
855,The Age of Adaline,LGF,42600000.0,23000000.0,2015,en,8.559,2015-04-24,7.4,3853,30000000,65600000.0,35600000.0,100.0
856,Unfriended,Uni.,32500000.0,31600000.0,2015,en,8.12,2015-04-17,5.4,2019,1000000,64100000.0,63100000.0,6300.0
857,The Longest Ride,Fox,37400000.0,25500000.0,2015,en,11.168,2015-04-10,7.5,1908,34000000,62900000.0,28900000.0,0.0
858,Brooklyn,FoxS,38300000.0,23800000.0,2015,en,12.083,2015-11-04,7.3,1912,11000000,62100000.0,51100000.0,400.0
860,Woman in Gold,Wein.,33299999.0,28300000.0,2015,en,7.76,2015-04-10,7.4,787,11000000,61599999.0,50599999.0,400.0
861,Krampus,Uni.,42700000.0,18800000.0,2015,en,9.417,2015-12-04,6.0,1046,15000000,61500000.0,46500000.0,300.0
862,The Walk,TriS,10100000.0,51000000.0,2015,en,11.754000000000001,2015-10-02,6.9,1906,35000000,61100000.0,26100000.0,0.0
863,The Perfect Guy,SGem,57000000.0,3200000.0,2015,en,6.727,2015-09-11,5.7,211,18000000,60200000.0,42200000.0,200.0
864,No Escape,Wein.,27300000.0,27100000.0,2015,en,19.005,2015-08-26,6.8,1296,5000000,54400000.0,49400000.0,900.0
865,Sinister 2,Focus,27700000.0,25100000.0,2015,en,9.916,2015-08-21,5.8,1142,10000000,52800000.0,42800000.0,400.0
866,The Boy Next Door,Uni.,35400000.0,17000000.0,2015,en,0.6,2008-11-14,5.7,6,4000000,52400000.0,48400000.0,1200.0
868,The Night Before,Sony,43000000.0,9300000.0,2015,en,9.014,2015-11-20,6.1,956,25000000,52300000.0,27300000.0,100.0
870,Hot Pursuit,WB (NL),34600000.0,17100000.0,2015,en,9.607000000000001,2015-05-08,5.6,1000,35000000,51700000.0,16700000.0,0.0
871,Entourage,WB,32400000.0,16900000.0,2015,en,13.802,2015-06-03,6.2,647,30000000,49300000.0,19300000.0,0.0
872,Mortdecai,LGF,7700000.0,39600000.0,2015,en,13.263,2015-01-23,5.4,1666,60000000,47300000.0,-12700000.0,-100.0
873,"McFarland, USA",BV,44500000.0,1200000.0,2015,en,8.197000000000001,2015-02-20,7.3,358,17000000,45700000.0,28700000.0,100.0
874,Still Alice,SPC,18800000.0,25100000.0,2015,en,10.747,2014-12-05,7.5,1946,5000000,43900000.0,38900000.0,700.0
875,The DUFF,LGF,34000000.0,9500000.0,2015,en,9.054,2015-02-20,6.8,2987,8500000,43500000.0,35000000.0,400.0
876,Legend,Uni.,1900000.0,41100000.0,2015,en,10.542,1986-04-18,6.2,509,25000000,43000000.0,18000000.0,0.0
881,The Gallows,WB (NL),22800000.0,20200000.0,2015,en,9.166,2015-07-10,4.8,591,100000,43000000.0,42900000.0,42900.0
882,Love the Coopers,LGF,26300000.0,16100000.0,2015,en,8.261000000000001,2015-11-13,5.8,384,18000000,42400000.0,24400000.0,100.0
883,The Lady in the Van,SPC,10000000.0,31400000.0,2015,en,9.269,2015-12-04,6.3,393,6000000,41400000.0,35400000.0,500.0
885,Ricki and the Flash,TriS,26800000.0,14500000.0,2015,en,8.247,2015-08-07,5.8,473,18000000,41300000.0,23300000.0,100.0
886,Carol,Wein.,12700000.0,27600000.0,2015,en,13.095999999999998,2015-11-20,7.4,1949,11800000,40300000.0,28500000.0,200.0
888,The Lazarus Effect,Rela.,25800000.0,12600000.0,2015,en,0.6,2010-02-09,4.8,3,5000000,38400000.0,33400000.0,600.0
890,The Water Diviner,WB,4200000.0,34000000.0,2015,en,11.479000000000001,2015-04-24,6.8,682,22500000,38200000.0,15700000.0,0.0
891,A Walk in the Woods,BG,29500000.0,8000000.0,2015,en,6.935,2015-09-02,5.9,402,8000000,37500000.0,29500000.0,300.0
892,Ex Machina,A24,25400000.0,11400000.0,2015,en,18.485,2015-04-10,7.6,8026,13000000,36800000.0,23800000.0,100.0
893,Burnt,Wein.,13700000.0,23000000.0,2015,en,12.761,2015-10-23,6.4,1841,20000000,36700000.0,16700000.0,0.0
895,Room,A24,14700000.0,20700000.0,2015,en,20.0,2015-10-16,8.1,5494,13000000,35400000.0,22400000.0,100.0
897,Steve Jobs,Uni.,17800000.0,16700000.0,2015,en,8.895,2015-10-09,6.8,2572,30000000,34500000.0,4500000.0,0.0
899,Victor Frankenstein,Fox,5800000.0,28500000.0,2015,en,9.061,2015-11-10,5.8,1200,40000000,34300000.0,-5700000.0,-100.0
901,Project Almanac,Par.,22300000.0,10900000.0,2015,en,9.55,2015-01-30,6.5,1449,12000000,33200000.0,21200000.0,100.0
902,American Ultra,LGF,14400000.0,12700000.0,2015,en,9.97,2015-08-21,6.0,1756,28000000,27100000.0,-900000.0,-100.0
903,Aloha,Sony,21100000.0,5200000.0,2015,en,9.685,2015-05-29,5.3,1226,37000000,26300000.0,-10700000.0,-100.0
904,The 33,WB,12200000.0,12700000.0,2015,en,9.993,2015-11-09,6.2,565,25000000,24900000.0,-100000.0,-100.0
905,The Gunman,ORF,10700000.0,13500000.0,2015,en,10.388,2015-03-20,5.7,583,40000000,24200000.0,-15800000.0,-100.0
908,Blackhat,Uni.,8000000.0,11600000.0,2015,en,16.824,2015-01-16,5.3,1165,70000000,19600000.0,-50400000.0,-100.0
909,Dope,ORF,17500000.0,480000.0,2015,en,9.246,2015-06-19,7.2,954,7000000,17980000.0,10980000.0,100.0
910,While We're Young,A24,7600000.0,9700000.0,2015,en,8.022,2015-04-17,5.9,609,10000000,17300000.0,7300000.0,0.0
912,Scouts Guide to the Zombie Apocalypse,Par.,3700000.0,12400000.0,2015,en,10.450999999999999,2015-10-30,6.2,915,15000000,16100000.0,1100000.0,0.0
913,Suffragette,Focus,4700000.0,11300000.0,2015,en,7.763,2015-10-23,7.3,982,14000000,16000000.0,2000000.0,0.0
916,Unfinished Business,Fox,10200000.0,4200000.0,2015,en,8.516,2015-03-06,5.2,472,35000000,14400000.0,-20600000.0,-100.0
917,Do You Believe?,PFR,13000000.0,1400000.0,2015,en,5.599,2015-03-20,7.0,72,2300000,14400000.0,12100000.0,500.0
920,Hot Tub Time Machine 2,Par.,12300000.0,767000.0,2015,en,8.052999999999999,2015-02-20,5.1,512,14000000,13067000.0,-933000.0,-100.0
921,Child 44,LG/S,1200000.0,11700000.0,2015,en,26.386,2015-04-17,6.2,903,50000000,12900000.0,-37100000.0,-100.0
922,We Are Your Friends,WB,3600000.0,7500000.0,2015,en,10.809000000000001,2015-08-28,6.3,1241,2000000,11100000.0,9100000.0,400.0
923,Danny Collins,BST,5600000.0,5200000.0,2015,en,8.933,2015-03-20,6.7,260,10000000,10800000.0,800000.0,0.0
924,Shanghai,Wein.,46400.0,9200000.0,2015,en,6.824,2010-10-02,6.1,80,50000000,9246400.0,-40753600.0,-100.0
925,Me and Earl and the Dying Girl,FoxS,6800000.0,2300000.0,2015,en,8.677,2015-06-12,7.6,1570,8000000,9100000.0,1100000.0,0.0
929,Anomalisa,Par.,3800000.0,1900000.0,2015,en,10.285,2015-12-30,7.1,927,8000000,5700000.0,-2300000.0,-100.0
931,Trash,FCW,17500.0,4800000.0,2015,es,0.6,2010-11-03,3.0,3,12000000,4817500.0,-7182500.0,-100.0
933,Escobar: Paradise Lost,RTWC,196000.0,3600000.0,2015,en,15.924000000000001,2014-10-11,6.3,476,17000000,3796000.0,-13204000.0,-100.0
934,By the Sea,Uni.,538000.0,2800000.0,2015,en,6.471,2015-11-13,5.4,306,20000000,3338000.0,-16662000.0,-100.0
938,Jem and the Holograms,Uni.,2200000.0,149000.0,2015,en,7.942,2015-10-23,5.4,241,5000000,2349000.0,-2651000.0,-100.0
944,The D Train,IFC,673000.0,102000.0,2015,xx,0.6,2011-01-01,6.0,2,3000000,775000.0,-2225000.0,-100.0
963,Captain America: Civil War,BV,408100000.0,745200000.0,2016,en,39.137,2016-05-06,7.4,14000,250000000,1153300000.0,903300000.0,300.0
964,Rogue One: A Star Wars Story,BV,532200000.0,523900000.0,2016,en,21.401,2016-12-16,7.5,9296,200000000,1056100000.0,856100000.0,400.0
966,Finding Dory,BV,486300000.0,542300000.0,2016,en,15.392999999999999,2016-06-17,7.0,7845,200000000,1028600000.0,828600000.0,400.0
967,Zootopia,BV,341300000.0,682500000.0,2016,en,27.549,2016-03-04,7.7,9977,150000000,1023800000.0,873800000.0,500.0
968,The Secret Life of Pets,Uni.,368400000.0,507100000.0,2016,en,9.908999999999999,2016-07-08,6.1,5374,75000000,875500000.0,800500000.0,1000.0
969,Batman v Superman: Dawn of Justice,WB,330400000.0,543300000.0,2016,en,28.088,2016-03-25,5.8,11991,250000000,873700000.0,623700000.0,200.0
970,Deadpool,Fox,363100000.0,420000000.0,2016,en,35.067,2016-02-12,7.6,20175,58000000,783100000.0,725100000.0,1200.0
971,Suicide Squad,WB,325100000.0,421700000.0,2016,en,16.53,2016-08-05,5.9,13533,175000000,746800000.0,571800000.0,300.0
972,Doctor Strange,BV,232600000.0,445100000.0,2016,en,33.035,2016-11-04,7.3,12582,165000000,677700000.0,512700000.0,300.0
974,Moana,BV,248800000.0,394600000.0,2016,en,1.96,2015-11-13,6.5,16,150000000,643400000.0,493400000.0,300.0
977,Sing,Uni.,270400000.0,363800000.0,2016,en,17.572,2016-12-21,6.9,4303,75000000,634200000.0,559200000.0,700.0
979,X-Men: Apocalypse,Fox,155400000.0,388500000.0,2016,en,39.293,2016-05-27,6.5,8348,178000000,543900000.0,365900000.0,200.0
980,Kung Fu Panda 3,Fox,143500000.0,377600000.0,2016,en,16.248,2016-01-29,6.7,2944,140000000,521100000.0,381100000.0,200.0
981,La La Land,LG/S,151100000.0,295000000.0,2016,en,16.275,2016-12-09,7.9,10028,20000000,446100000.0,426100000.0,2100.0
983,Warcraft,Uni.,47400000.0,386300000.0,2016,en,21.464000000000002,2016-06-10,6.3,4071,160000000,433700000.0,273700000.0,100.0
984,Jason Bourne,Uni.,162400000.0,253100000.0,2016,en,14.568,2016-07-29,6.1,3611,120000000,415500000.0,295500000.0,200.0
985,Ice Age: Collision Course,Fox,64099999.0,344500000.0,2016,en,18.233,2016-07-22,5.9,2430,105000000,408599999.0,303599999.0,200.0
986,Independence Day: Resurgence,Fox,103100000.0,286500000.0,2016,en,15.732000000000001,2016-06-24,5.1,3911,165000000,389600000.0,224600000.0,100.0
987,The Legend of Tarzan,WB,126600000.0,230100000.0,2016,en,14.797,2016-07-01,5.8,4102,180000000,356700000.0,176700000.0,0.0
988,The Angry Birds Movie,Sony,107500000.0,244800000.0,2016,en,17.998,2016-05-20,6.0,1851,73000000,352300000.0,279300000.0,300.0
989,Trolls,Fox,153700000.0,193200000.0,2016,en,16.285999999999998,2016-11-04,6.6,1880,125000000,346900000.0,221900000.0,100.0
991,Star Trek Beyond,Par.,158800000.0,184600000.0,2016,en,19.142,2016-07-22,6.7,4275,185000000,343400000.0,158400000.0,0.0
992,Now You See Me 2,LG/S,65099999.0,269800000.0,2016,en,25.805,2016-06-10,6.8,6744,90000000,334899999.0,244899999.0,200.0
993,Dangal,UTV,12400000.0,290500000.0,2016,hi,10.022,2016-12-21,8.1,358,9500000,302900000.0,293400000.0,3000.0
994,Alice Through the Looking Glass,BV,77000000.0,222400000.0,2016,en,16.642,2016-05-27,6.5,3803,170000000,299400000.0,129400000.0,0.0
995,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000.0,163600000.0,2016,en,15.095999999999998,2016-06-03,5.9,1860,135000000,245700000.0,110700000.0,0.0
996,Sully,WB,125100000.0,115700000.0,2016,en,18.148,2016-09-09,7.1,3924,60000000,240800000.0,180800000.0,300.0
997,Hidden Figures,Fox,169600000.0,66300000.0,2016,en,14.751,2016-12-10,8.0,4710,25000000,235900000.0,210900000.0,800.0
999,Inferno,Sony,34300000.0,185700000.0,2016,en,17.41,2016-10-28,5.9,3877,75000000,220000000.0,145000000.0,100.0
1001,Central Intelligence,WB (NL),127400000.0,89500000.0,2016,en,14.478,2016-06-17,6.3,3133,50000000,216900000.0,166900000.0,300.0
1002,Me Before You,WB (NL),56200000.0,152100000.0,2016,en,16.917,2016-06-03,7.7,5939,20000000,208300000.0,188300000.0,900.0
1003,London Has Fallen,Focus,62500000.0,143200000.0,2016,en,15.287,2016-03-04,5.9,2591,60000000,205700000.0,145700000.0,200.0
1004,Arrival,Par.,100500000.0,102800000.0,2016,en,25.441999999999997,2016-11-11,7.4,10387,47000000,203300000.0,156300000.0,300.0
1006,Bad Moms,STX,113300000.0,70700000.0,2016,en,14.332,2016-07-29,6.5,2600,20000000,184000000.0,164000000.0,800.0
1007,Storks,WB,72700000.0,110700000.0,2016,en,12.100999999999999,2016-09-23,6.5,1308,70000000,183400000.0,113400000.0,100.0
1008,The BFG,BV,55500000.0,127900000.0,2016,en,20.08,2016-07-01,6.2,1916,140000000,183400000.0,43400000.0,0.0
1009,Hacksaw Ridge,LGF,67200000.0,108100000.0,2016,en,24.074,2016-11-04,8.1,6608,40000000,175300000.0,135300000.0,300.0
1011,Jack Reacher: Never Go Back,Par.,58700000.0,103400000.0,2016,en,17.085,2016-10-21,5.6,2831,60000000,162100000.0,102100000.0,100.0
1013,The Accountant,WB,86300000.0,68900000.0,2016,en,13.81,2016-10-14,6.9,3407,40000000,155200000.0,115200000.0,200.0
1015,Gods of Egypt,LG/S,31200000.0,119500000.0,2016,en,18.517,2016-02-26,5.4,2353,140000000,150700000.0,10700000.0,0.0
1016,Lights Out,WB (NL),67300000.0,81600000.0,2016,en,12.408,2016-07-22,6.3,2220,5000000,148900000.0,143900000.0,2800.0
1017,Sausage Party,Sony,97700000.0,43000000.0,2016,en,15.232000000000001,2016-08-12,5.6,4237,19000000,140700000.0,121700000.0,600.0
1018,Lion,Wein.,51700000.0,88600000.0,2016,en,17.215999999999998,2016-11-25,8.1,3833,12000000,140300000.0,128300000.0,1000.0
1020,Mechanic: Resurrection,LG/S,21200000.0,104500000.0,2016,en,16.302,2016-08-26,5.6,1929,40000000,125700000.0,85700000.0,200.0
1021,Ride Along 2,Uni.,91200000.0,33400000.0,2016,en,12.977,2016-01-15,6.2,939,40000000,124600000.0,84600000.0,200.0
1022,Deepwater Horizon,LG/S,61400000.0,60400000.0,2016,en,13.685,2016-09-30,6.7,2606,156000000,121800000.0,-34200000.0,-100.0
1024,Allied,Par.,40100000.0,79400000.0,2016,en,19.611,2016-11-23,6.7,2765,106000000,119500000.0,13500000.0,0.0
1026,The Shallows,Sony,55100000.0,64000000.0,2016,en,14.091,2016-06-24,6.3,3037,13000000,119100000.0,106100000.0,800.0
1027,The Purge: Election Year,Uni.,79200000.0,39400000.0,2016,en,18.975,2016-07-01,6.3,2900,10000000,118600000.0,108600000.0,1000.0
1028,Why Him?,Fox,60300000.0,57800000.0,2016,en,15.044,2016-12-23,6.2,2494,38000000,118100000.0,80100000.0,200.0
